gene_id	gene_symbol	gnomad_score	expression_score	tau_restricted_panel_specificity	tau_specificity	annotation_score	localization_score	compartment_cilia	compartment_centrosome	compartment_basal_body	compartment_transition_zone	compartment_stereocilia	in_cilia_compendium	in_centrosome_compendium	animal_model_score	literature_score	evidence_count	available_weight	weighted_sum	composite_score	quality_flag	gnomad_contribution	expression_contribution	annotation_contribution	localization_contribution	animal_model_contribution	literature_contribution	has_direct_localization_signal	has_cilia_signal	has_cilia_signal_semantics_version	confidence_tier	supporting_layers	evidence_gaps
ENSG00000135541	AHI1	0.5691679428279734	0.7551324187096189	0.5550753818199676	0.5550753818199676	0.8009025018034261	1.0	false	true	false	false	false	true	false	0.5584999548447835	0.9894720383593057	6	1.00	0.7671912465586458	0.7671912465586458	sufficient_evidence	0.1138335885655947	0.1510264837419238	0.12013537527051392	0.15	0.08377499322671753	0.14842080575389585	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000164588	HCN1	0.8519652884124553	0.9908897627863708	0.9869891058973248	0.9869891058973248	0.877138349672627		false	false	false	false	false	false	false	0.15427797311454258	0.828920623338719	5	0.85	0.6476215521586485	0.7619077084219394	sufficient_evidence	0.17039305768249108	0.19817795255727416	0.13157075245089406		0.023141695967181387	0.12433809350080784	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000007168	PAFAH1B1	0.9688616641143439	0.6014940382279037	0.22354798076189025	0.22354798076189025	0.9134619864849283	1.0	false	true	false	false	false	false	false	0.047871424700981456	0.9880648355657476	6	1.00	0.7564808774811982	0.7564808774811982	sufficient_evidence	0.1937723328228688	0.12029880764558075	0.13701929797273923	0.15	0.007180713705147218	0.14820972533486215	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000106976	DNM1	0.827462991322103	0.9851728158574478	0.9772716632959884	0.9772716632959884	0.8342779363918444		false	false	false	false	false	false	false	0.06382856626797527	0.9702402668473445	5	0.85	0.6427791768619848	0.7562107963082174	sufficient_evidence	0.16549259826442062	0.19703456317148957	0.12514169045877666		0.00957428494019629	0.1455360400271017	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000136811	ODF2	0.8055130168453292	0.5718364671748963	0.887805960165454	0.887805960165454	0.792355727029477	1.0	false	true	false	false	false	false	false	0.4004402789546017	0.9944233074477511	6	1.00	0.7535527938188196	0.7535527938188196	sufficient_evidence	0.16110260336906584	0.11436729343497927	0.11885335905442154	0.15	0.060066041843190254	0.14916349611716265	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000204677	FAM153CP		0.7529434794949976	0.5622560844932657	0.5622560844932657			false	false	false	false	false	false	false			1	0.20	0.15058869589899954	0.7529434794949976	sparse_evidence		0.15058869589899954					false	false	v2: positive aggregate localization or positive animal-model signal	LOW	expression	gnomad,annotation,localization,animal_model,literature
ENSG00000105409	ATP1A3	0.9402756508422664	0.9406521270299559	0.8754739071046141	0.8754739071046141	0.8554796316195468		false	false	false	false	false	false	false	0.0	0.9010267368530777	5	0.85	0.6396615108453381	0.7525429539356918	sufficient_evidence	0.1880551301684533	0.1881304254059912	0.12832194474293201		0.0	0.13515401052796164	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000107643	MAPK8	0.8116385911179173	0.7332475207420752	0.44340168543904546	0.44340168543904546	0.8676140582743934		false	false	false	false	false	false	false	0.33509997290687016	0.9780059415229062	5	0.85	0.636085218277624	0.7483355509148518	sufficient_evidence	0.16232771822358347	0.14664950414841504	0.130142108741159		0.050264995936030524	0.14670089122843594	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000150753	CCT5	0.9127105666156201	0.5641641935330632	0.5635103941776312	0.5635103941776312	0.8158229036156417		false	false	false	false	false	false	false	0.47449346488843125	0.9767029759733152	5	0.85	0.6354278537013449	0.7475621808251117	sufficient_evidence	0.18254211332312403	0.11283283870661265	0.12237343554234625		0.07117401973326469	0.14650544639599727	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000176697	BDNF	0.9167942827973455	0.7571915651495703	0.8538562330888761	0.8538562330888761	0.8009025018034261		false	false	false	false	false	false	false	0.22339998193791344	0.9775889925470371	5	0.85	0.6350808910326398	0.7471539894501644	sufficient_evidence	0.18335885655946912	0.15143831302991406	0.12013537527051392		0.033509997290687016	0.14663834888205557	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000029534	ANK1	0.8749361919346604	0.970684971912511	0.9911061499024785	0.9911061499024785	0.8342779363918444		false	false	false	false	false	false	false	0.0	0.924375879501746	5	0.85	0.6329223051534728	0.7446144766511446	sufficient_evidence	0.1749872383869321	0.1941369943825022	0.12514169045877666		0.0	0.1386563819252619	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000049759	NEDD4L	0.7978560490045941	0.9125886445292901	0.8518457268416793	0.8518457268416793	0.8510262396012787		false	false	false	false	false	false	false	0.12765713253595054	0.9561682389117632	5	0.85	0.6323166803641257	0.7439019768989714	sufficient_evidence	0.15957120980091882	0.18251772890585805	0.12765393594019178		0.01914856988039258	0.14342523583676448	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000140350	ANP32A	0.9469116896375701	0.7593040408540639	0.556402714810549	0.556402714810549	0.7683708261338531	1.0	false	true	false	false	false	false	false	0.0	0.9131964350862564	6	1.00	0.7434782352813433	0.7434782352813433	sufficient_evidence	0.18938233792751402	0.1518608081708128	0.11525562392007796	0.15	0.0	0.13697946526293844	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000087258	GNAO1	0.9663093415007656	0.9327835365725385	0.9106298596763367	0.9106298596763367	0.8265553280275233		false	false	false	false	false	false	false	0.06382856626797527	0.7901443685828947	5	0.85	0.6318978150464198	0.7434091941722587	sufficient_evidence	0.19326186830015313	0.1865567073145077	0.12398329920412848		0.00957428494019629	0.1185216552874342	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000220205	VAMP2	0.930066360387953	0.8854252885719354	0.7355166578762307	0.7355166578762307	0.8782586504992915		false	false	false	false	false	false	false	0.0	0.9113722833168291	5	0.85	0.6315429698643958	0.7429917292522304	sufficient_evidence	0.1860132720775906	0.1770850577143871	0.13173879757489373		0.0	0.13670584249752435	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000084764	MAPRE3	0.9479326186830015	0.8684717880410868	0.7049476509316597	0.7049476509316597	0.8111286734140148		false	false	false	false	false	false	false	0.0	0.9688330640537864	5	0.85	0.6302751419649879	0.7415001670176329	sufficient_evidence	0.18958652373660032	0.1736943576082174	0.12166930101210222		0.0	0.14532495960806796	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000001617	SEMA3F	0.8075548749361919	0.8223996239694478	0.7741673615325175	0.7741673615325175	0.8224201603463086		false	false	false	false	false	false	false	0.31358151944049056	0.891697503518007	5	0.85	0.6301457772768488	0.741347973266881	sufficient_evidence	0.1615109749872384	0.16447992479388956	0.12336302405194628		0.047037227916073586	0.13375462552770104	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000124140	SLC12A5	0.9254721796835119	0.9902825827859078	0.9953650499642763	0.9953650499642763	0.8413693953384758		false	false	false	false	false	false	false	0.33509997290687016	0.4697190806275082	5	0.85	0.6300792198248121	0.7412696703821319	sufficient_evidence	0.18509443593670238	0.19805651655718157	0.12620540930077137		0.050264995936030524	0.07045786209412623	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000145335	SNCA	0.8172537008677896	0.9460555083152247	0.9534669851838125	0.9534669851838125	0.9400929553281392		false	false	false	false	false	false	false	0.0	0.9043623286600303	5	0.85	0.6293301344348283	0.7403883934527392	sufficient_evidence	0.16345074017355793	0.18921110166304494	0.14101394329922087		0.0	0.13565434929900455	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000122756	CNTFR	0.8591117917304747	0.9101485503868452	0.8422190706051348	0.8422190706051348	0.8265553280275233		false	false	false	false	false	false	false	0.0	0.9983843227185073	5	0.85	0.6275930160353685	0.7383447247474925	sufficient_evidence	0.17182235834609494	0.18202971007736904	0.12398329920412848		0.0	0.14975764840777608	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000089009	RPL6	0.9387442572741194	0.7888113718567082	0.6990290663798127	0.6990290663798127	0.8305024672444985		false	false	false	false	false	false	false	0.07587441300715209	0.9538750195444833	5	0.85	0.6245489107955856	0.7347634244653949	sufficient_evidence	0.1877488514548239	0.15776227437134166	0.12457537008667477		0.011381161951072813	0.14308125293167248	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000183207	RUVBL2	0.8933129147524246	0.5593499356067282	0.8795051894691461	0.8795051894691461	0.8962863381497483	1.0	false	true	false	false	false	false	false	0.1656079202397898	0.898837754729765	6	1.00	0.734642372039726	0.734642372039726	sufficient_evidence	0.17866258295048493	0.11186998712134565	0.13444295072246223	0.15	0.024841188035968468	0.13482566320946474	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000072832	CRMP1	0.866258295048494	0.9296168578322221	0.8822260872851094	0.8822260872851094	0.7981460128441429	1.0	false	true	false	false	false	false	false	0.10116588400953613	0.5970709334445198	6	1.00	0.733632455120873	0.733632455120873	sufficient_evidence	0.17325165900969883	0.18592337156644445	0.11972190192662142	0.15	0.01517488260143042	0.08956064001667796	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000120438	TCP1	0.9474221541602859	0.5680290267061512	0.39515508467882976	0.39515508467882976	0.8305024672444985		false	false	false	false	false	false	false	0.31358151944049056	0.9874394121019441	5	0.85	0.6228187459913274	0.7327279364603851	sufficient_evidence	0.18948443083205718	0.11360580534123024	0.12457537008667477		0.047037227916073586	0.1481159118152916	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000144290	SLC4A10	0.8402246043899948	0.9313245878090834	0.9669394252381726	0.9669394252381726	0.8510262396012787		false	false	false	false	false	false	false	0.06382856626797527	0.8719184864752176	5	0.85	0.6223258322914864	0.7321480379899841	sufficient_evidence	0.16804492087799897	0.1862649175618167	0.12765393594019178		0.00957428494019629	0.13078777297128263	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000110076	NRXN2	0.8953547728432873	0.9573817344602896	0.9211097548360401	0.9211097548360401	0.8463320093996518		false	false	false	false	false	false	false	0.033509997290687016	0.7905873768697556	5	0.85	0.6211117089947297	0.7307196576408584	sufficient_evidence	0.1790709545686575	0.19147634689205795	0.12694980140994777		0.005026499593603052	0.11858810653046332	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000140443	IGF1R	0.8514548238897396	0.621763888527536	0.2922324546978026	0.2922324546978026	0.8736880105098914		false	false	false	false	false	false	false	0.3540805940333764	0.9381351957054256	5	0.85	0.619529312520759	0.7288580147303048	sufficient_evidence	0.17029096477794792	0.12435277770550719	0.1310532015764837		0.053112089105006456	0.14072027935581383	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000164690	SHH	0.7682491066870851	0.5798114240241335	0.578643324459518	0.578643324459518	0.9459008539046931		false	false	false	false	false	false	false	0.3864184805595095	0.996143221973211	5	0.85	0.6188814896078558	0.7280958701268893	sufficient_evidence	0.15364982133741703	0.11596228480482672	0.14188512808570397		0.057962772083926424	0.14942148329598165	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000174437	ATP2A2	0.9280245022970903	0.7085699466252304	0.16823315733058075	0.16823315733058075	0.877138349672627		false	false	false	false	false	false	false	0.09574284940196291	0.9693021316516391	5	0.85	0.6186463893933986	0.7278192816392924	sufficient_evidence	0.18560490045941808	0.14171398932504609	0.13157075245089406		0.014361427410294437	0.14539531974774586	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000138175	ARL3	0.7998979070954568	0.663098836441761	0.3961013483215561	0.3961013483215561	0.8361058377890631	1.0	false	true	false	false	false	false	false	0.06382856626797527	0.996716526815031	6	1.00	0.7270969883382541	0.7270969883382541	sufficient_evidence	0.15997958141909138	0.1326197672883522	0.12541587566835946	0.15	0.00957428494019629	0.14950747902225464	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000074054	CLASP1	0.9152628892291984	0.7954764569366577	0.5175966602533326	0.5175966602533326	0.8916423376917433		false	false	false	false	false	false	false	0.0	0.9411059571584928	5	0.85	0.6170601134607065	0.7259530746596548	sufficient_evidence	0.1830525778458397	0.15909529138733156	0.13374635065376148		0.0	0.1411658935737739	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000175203	DCTN2	0.7575293517100561	0.6861930497929393	0.3465980186199217	0.3465980186199217	0.7861515090389664	1.0	false	true	false	false	false	false	false	0.13439207976021025	0.9905665294209621	6	1.00	0.7254109980336199	0.7254109980336199	sufficient_evidence	0.15150587034201124	0.13723860995858786	0.11792272635584494	0.15	0.020158811964031537	0.1485849794131443	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000163914	RHO	0.5553854007146504	0.8768003004561199	0.7109046967136007	0.7109046967136007	0.8396500894643935		false	false	false	false	false	false	false	0.3601954866992751	0.9962474592171783	5	0.85	0.615851095541281	0.7245307006368013	sufficient_evidence	0.11107708014293008	0.17536006009122398	0.125947513419659		0.054029323004891265	0.14943711888257674	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000115414	FN1	0.8325676365492598	0.7616583467335155	0.9367809283603383	0.9367809283603383	0.8793646795893528		false	false	false	false	false	false	false	0.17714532132751235	0.9182780007296607	5	0.85	0.615063396903534	0.7236039963570988	sufficient_evidence	0.16651352730985197	0.1523316693467031	0.13190470193840292		0.02657179819912685	0.1377417001094491	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000177807	KCNJ10	0.6748340990301174	0.9081228218555002	0.9822689950441337	0.9822689950441337	0.792355727029477		false	false	false	false	false	false	false	0.22601314544283713	0.9697190806275082	5	0.85	0.6148045771420968	0.7232995025201139	sufficient_evidence	0.13496681980602349	0.18162456437110006	0.11885335905442154		0.03390197181642557	0.14545786209412623	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000132535	DLG4	0.9795814190913731	0.9183736443751234	0.8292826023040121	0.8292826023040121	0.9104417825075652		false	false	false	false	false	false	false	0.0	0.6525251472351071	5	0.85	0.6140360521547001	0.7223953554761179	sufficient_evidence	0.19591628381827464	0.18367472887502467	0.13656626737613478		0.0	0.09787877208526606	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000130477	UNC13A	0.8238897396630933	0.9693688836101733	0.9873813601008747	0.9873813601008747	0.8035741621194901		false	false	false	false	false	false	false	0.0	0.8959451712096732	5	0.85	0.6135796246540278	0.7218583819459151	sufficient_evidence	0.16477794793261868	0.19387377672203465	0.1205361243179235		0.0	0.13439177568145097	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000075624	ACTB	0.9678407350689125	0.6167928118288484	0.8062934710814377	0.8062934710814377	0.9112067399619639		false	false	false	false	false	false	false	0.06382856626797527	0.9991661020482618	5	0.85	0.6130569206212824	0.721243436025038	sufficient_evidence	0.19356814701378253	0.12335856236576968	0.13668101099429458		0.00957428494019629	0.14987491530723926	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000152661	GJA1	0.7534456355283307	0.7524536363431716	0.4700954203925378	0.4700954203925378	0.8867358283882085	0.5	false	false	false	false	false	false	false	0.4252815104094472	0.9877000052118622	6	1.00	0.7211374559757282	0.7211374559757282	sufficient_evidence	0.15068912710566615	0.15049072726863433	0.13301037425823128	0.075	0.06379222656141709	0.14815500078177932	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000137822	TUBGCP4	0.6641143440530883	0.6911046593191837	0.5250168874410137	0.5250168874410137	0.7861515090389664	1.0	false	true	false	false	false	false	true	0.31358151944049056	0.8977432636681086	6	1.00	0.7206652444965892	0.7206652444965892	sufficient_evidence	0.13282286881061767	0.13822093186383674	0.11792272635584494	0.15	0.047037227916073586	0.13466148955021628	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000137693	YAP1	0.9280245022970903	0.4685953671593702	0.8393194478928798	0.8393194478928798	0.880456795994595	0.5	false	false	false	false	false	false	false	0.5634587775761977	0.9953093240214729	6	1.00	0.7202077085301319	0.7202077085301319	sufficient_evidence	0.18560490045941808	0.09371907343187405	0.13206851939918926	0.075	0.08451881663642964	0.14929639860322091	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000068796	KIF2A	0.7340479836651352	0.7412646541000489	0.6926348908954469	0.6926348908954469	0.8265553280275233	1.0	false	true	false	false	false	false	false	0.0	0.9960911033512274	6	1.00	0.7184594922598494	0.7184594922598494	sufficient_evidence	0.14680959673302704	0.1482529308200098	0.12398329920412848	0.15	0.0	0.14941366550268412	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000150275	PCDH15	0.6018376722817764	0.7964726998037737	0.6436322795249841	0.6436322795249841	0.792355727029477		false	false	false	false	false	false	false	0.4467999638758269	0.9648720487830302	5	0.85	0.6102662353703601	0.7179602769063059	sufficient_evidence	0.12036753445635529	0.15929453996075474	0.11885335905442154		0.06701999458137403	0.14473080731745452	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000094631	HDAC6		0.5582534597281004	0.15261752518873523	0.15261752518873523	0.9265270600742095	1.0	false	true	false	false	false	false	false	0.15902543065647515	0.9960389847292438	5	0.80	0.5738894132646093	0.7173617665807616	sufficient_evidence		0.11165069194562008	0.13897905901113142	0.15	0.02385381459847127	0.14940584770938656	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	expression,annotation,localization,animal_model,literature	gnomad
ENSG00000155657	TTN	0.7958141909137314	0.5386036550687325	0.7102115366096362	0.7102115366096362	0.8782586504992915		false	false	false	false	false	false	false	0.42754186862697013	0.9783707718767916	5	0.85	0.6095092628469507	0.7170697209964126	sufficient_evidence	0.1591628381827463	0.10772073101374652	0.13173879757489373		0.06413128029404552	0.14675561578151872	false	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000127481	UBR4	0.8963757018887186	0.59206635280597	0.5144166603147273	0.5144166603147273	0.8361058377890631	1.0	false	true	false	false	false	false	false	0.0	0.9585135769010268	6	1.00	0.7168813231424511	0.7168813231424511	sufficient_evidence	0.17927514037774372	0.118413270561194	0.12541587566835946	0.15	0.0	0.143777036535154	true	true	v2: positive aggregate localization or positive animal-model signal	HIGH	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000176884	GRIN1	0.7376212353241448	0.990125026485355	0.9954794570312677	0.9954794570312677	0.9057048564066619		false	false	false	false	false	false	false	0.06382856626797527	0.7879553864595821	5	0.85	0.6091725737320329	0.7166736161553329	sufficient_evidence	0.14752424706482897	0.198025005297071	0.13585572846099928		0.00957428494019629	0.1181933079689373	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000136848	DAB2IP	0.8325676365492598	0.9176200071026076	0.8278891130572319	0.8278891130572319	0.9344531737495207		false	false	false	false	false	false	false	0.0	0.7914994527544692	5	0.85	0.6089304227059721	0.7163887325952613	sufficient_evidence	0.16651352730985197	0.18352400142052153	0.14016797606242812		0.0	0.11872491791317037	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
